EID,TYPECODE,FBDATE,SXENDDATE,TARGET
402045,936983,2014/12/1,,0
402045,936979,2014/12/1,,0
402045,1594136,2015/5/1,,0
402045,1594123,2015/5/1,,0
402045,93814241,2015/5/1,,0
402045,13923741,2014/12/1,,0
402045,13923804,2014/12/1,,0
402045,13923658,2014/12/1,,0
402045,97963149,2015/5/1,,0
510294,906642,2014/12/1,,0
510294,29261952,2014/12/1,,0
522904,1817787,2015/6/1,,0
522904,1817857,2015/6/1,,0
522904,1817749,2015/6/1,,0
522904,30515690,2015/6/1,,0
522904,30515924,2015/6/1,,0
522904,30516034,2015/6/1,,0
2618,110582,2014/3/1,,0
2618,1584461,2015/5/1,,0
2618,1800238,2015/6/1,,0
2618,1801313,2015/6/1,,0
2618,1800459,2015/6/1,,0
2618,1800630,2015/6/1,,0
2618,1800273,2015/6/1,,0
2618,1800184,2015/6/1,,0
2618,1801288,2015/6/1,,0
2618,1800448,2015/6/1,,0
2618,1800264,2015/6/1,,0
2618,1801272,2015/6/1,,0
2618,9675115,2014/3/1,,0
2618,28179071,2015/5/1,,0
2618,19044608,2015/6/1,,0
2618,19134476,2015/6/1,,0
2618,19043522,2015/6/1,,0
2618,19044120,2015/6/1,,0
2618,700661473,2015/6/1,,0
2618,22188246,2015/6/1,,0
2618,700661471,2015/6/1,,0
2618,700661472,2015/6/1,,0
2618,22690985,2015/6/1,,0
2618,22186626,2015/6/1,,0
2618,21246451,2015/6/1,,0
2618,21246114,2015/6/1,,0
2618,20843920,2015/6/1,,0
21361,929321,2014/12/1,,0
21361,66068366,2014/12/1,,0
26187,1665472,2015/5/1,,0
26187,101482732,2015/5/1,,0
42201,1488829,2015/4/1,,0
85526,2183563,2015/8/1,,0
106052,634281,2014/10/1,,1
106052,80290905,2014/10/1,,1
112669,1095962,2015/3/1,,0
112669,66051746,2015/3/1,,0
143878,236787,2014/8/1,,0
143878,183581,2014/6/1,,0
143878,10728,2013/10/1,,0
143878,1135644,2015/1/1,,0
143878,68742438,2014/6/1,,0
148529,1239457,2015/3/1,,0
148529,96563179,2015/3/1,,0
160781,335003,2014/10/1,,0
160781,225058,2014/8/1,,0
160781,9533680,2014/10/1,,0
167410,1678441,2015/5/1,,1
167410,40433396,2015/5/1,,1
183816,199426,2014/7/1,,0
183816,10027606,2014/7/1,,0
197747,1267823,2015/3/1,,0
197747,66068629,2015/3/1,,0
200616,786595,2014/12/1,,0
200616,163743,2014/6/1,,0
200616,10325,2013/10/1,,0
200616,1773665,2015/6/1,,0
200616,1754293,2015/6/1,,0
200616,79285949,2014/12/1,,0
200616,21206443,2015/6/1,,0
200616,21731488,2015/6/1,,0
200616,80069050,2014/6/1,,0
289136,1083462,2015/3/1,,0
360915,760326,2014/11/1,,0
360915,79321776,2014/11/1,,0
377231,1597702,2015/5/1,,1
377231,2138403,2015/8/1,,1
377231,99270239,2015/8/1,,1
395043,1044626,2015/1/1,,0
431883,1742894,2015/6/1,,0
431883,100523177,2015/6/1,,0
438551,1561426,2015/5/1,,1
438551,99572429,2015/5/1,,1
451995,925486,2014/12/1,,0
451995,195709,2014/11/1,,0
451995,73324614,2014/11/1,,0
451995,61055243,2014/12/1,,0
471239,807666,2014/12/1,2015/7/1,0
29544,1270813,2015/3/1,,0
29544,96494451,2015/3/1,,0
43586,176489,2014/6/1,,1
48156,299194,2014/8/1,,1
48629,1625219,2015/5/1,,0
48897,194988,2014/6/1,,1
48897,200838,2014/7/1,,1
48897,81341166,2014/7/1,,1
48897,81341723,2014/6/1,,1
65659,708611,2014/11/1,,0
117899,229184,2014/7/1,,0
138378,261752,2014/10/1,,1
138378,848479,2015/3/1,,1
138378,1695219,2015/6/1,,1
138378,2202319,2015/8/1,,1
138378,6809205,2015/8/1,,1
138378,65982831,2015/3/1,,1
138378,73845033,2014/10/1,,1
163917,190703,2014/6/1,,0
163917,79316945,2014/6/1,,0
220314,119415,2014/4/1,,0
220314,77217520,2014/4/1,,0
235930,1356174,2015/3/1,2015/7/1,0
279752,1505198,2015/4/1,,0
279752,99971740,2015/4/1,,0
284767,916432,2015/1/1,,1
284767,71984487,2015/1/1,,1
292411,1837201,2015/6/1,,0
338702,1072418,2015/1/1,,0
344281,1096318,2015/1/1,,0
344281,27926806,2015/1/1,,0
354474,1133884,2015/1/1,,0
354474,19680513,2015/1/1,,0
388710,654925,2014/11/1,,1
388710,80294518,2014/11/1,,1
399334,1962945,2015/7/1,,1
399803,758197,2014/11/1,,1
399803,196676,2014/6/1,,1
410243,2148410,2015/8/1,,1
410243,28168361,2015/8/1,,1
420745,1118587,2015/1/1,,1
420745,1251544,2015/3/1,,1
420745,1551165,2015/5/1,,1
420745,1729059,2015/6/1,,1
420745,1921781,2015/6/1,,1
420745,2038905,2015/7/1,,1
420745,100721414,2015/5/1,,1
420745,97785965,2015/3/1,,1
420745,93542375,2015/6/1,,1
420745,93700988,2015/6/1,,1
420745,103064602,2015/7/1,,1
422825,1645254,2015/5/1,,0
422825,91912909,2015/5/1,,0
438537,911695,2014/12/1,,0
438537,66014269,2014/12/1,,0
441481,1452050,2015/4/1,,1
441481,32657781,2015/4/1,,1
484445,1380288,2015/3/1,,1
496623,1176331,2015/2/1,,0
496623,65818168,2015/2/1,,0
507801,207692,2014/7/1,2015/7/1,0
39647,183406,2014/6/1,,0
44964,830583,2014/12/1,,0
44964,91835514,2014/12/1,,0
80480,2165558,2015/8/1,,0
80480,2165568,2015/8/1,,0
80480,66075346,2015/8/1,,0
80480,66075068,2015/8/1,,0
106970,1053132,2015/3/1,,0
153257,646995,2014/11/1,,0
231105,14358,2013/10/1,,1
253234,1165177,2015/2/1,,0
253234,92712593,2015/2/1,,0
254814,234020,2014/8/1,,1
254814,234036,2014/8/1,,1
254814,234044,2014/8/1,,1
254814,234040,2014/8/1,,1
254814,2019787,2015/7/1,,1
254814,31376088,2014/8/1,,1
254814,99272328,2015/7/1,,1
254814,31367424,2014/8/1,,1
254814,31376509,2014/8/1,,1
254814,31386250,2014/8/1,,1
255111,18314,2013/10/1,,0
255111,35001277,2013/10/1,,0
277993,930099,2014/12/1,,0
281394,211061,2014/7/1,,0
281394,80316206,2014/7/1,,0
287600,1248665,2015/3/1,2015/7/1,0
287600,1247260,2015/3/1,2015/7/1,0
287600,1382609,2015/4/1,2015/7/1,0
289160,834399,2015/1/1,,0
289160,1046909,2015/1/1,,0
289160,66060583,2015/1/1,,0
289160,66060621,2015/1/1,,0
291882,1669003,2015/5/1,,0
291882,100870695,2015/5/1,,0
337555,860132,2014/12/1,,1
337555,92422615,2014/12/1,,1
341339,1309143,2015/3/1,2015/7/1,0
421833,2232123,2015/8/1,,0
444449,1265124,2015/3/1,,0
444449,17985944,2015/3/1,,0
482256,438905,2014/8/1,,0
489209,145297,2014/5/1,,0
489209,700661482,2014/5/1,,0
489209,62198933,2014/5/1,,0
24827,193812,2014/6/1,,0
24827,1078857,2015/1/1,,0
49578,178332,2014/6/1,,0
49578,1197454,2015/2/1,,0
49578,79325398,2014/6/1,,0
49578,93812130,2015/2/1,,0
57705,1463482,2015/4/1,,0
59519,2183305,2015/8/1,,0
59519,2183622,2015/8/1,,0
59519,2183636,2015/8/1,,0
59519,2183601,2015/8/1,,0
59519,2183333,2015/8/1,,0
59519,2183379,2015/8/1,,0
59519,100430422,2015/8/1,,0
59519,100428825,2015/8/1,,0
59519,100429941,2015/8/1,,0
59519,100429067,2015/8/1,,0
59519,100430853,2015/8/1,,0
59519,100429291,2015/8/1,,0
65159,1685476,2015/5/1,,0
65159,2145976,2015/8/1,,0
65159,91757413,2015/5/1,,0
65159,102932470,2015/8/1,,0
66454,747918,2014/12/1,,1
66454,747962,2014/12/1,,1
66454,747738,2014/12/1,,1
66454,747898,2014/12/1,,1
66454,747911,2014/12/1,,1
66454,747812,2014/12/1,,1
66454,747901,2014/12/1,,1
66454,747929,2014/12/1,,1
66454,747841,2014/12/1,,1
66454,747982,2014/12/1,,1
66454,747729,2014/12/1,,1
66454,747783,2014/12/1,,1
66454,747748,2014/12/1,,1
66454,747905,2014/12/1,,1
66454,747850,2014/12/1,,1
66454,747975,2014/12/1,,1
66454,747967,2014/12/1,,1
66454,203371,2014/7/1,,1
66454,89231959,2014/12/1,,1
66454,89232015,2014/12/1,,1
66454,89231929,2014/12/1,,1
66454,89231842,2014/12/1,,1
66454,89231741,2014/12/1,,1
66454,89232071,2014/12/1,,1
66454,89231687,2014/12/1,,1
66454,79630364,2014/7/1,,1
66454,89231782,2014/12/1,,1
66454,89231690,2014/12/1,,1
66454,89231707,2014/12/1,,1
66454,89231694,2014/12/1,,1
66454,89231709,2014/12/1,,1
66454,89231719,2014/12/1,,1
66454,89231894,2014/12/1,,1
66454,89231871,2014/12/1,,1
66454,89231866,2014/12/1,,1
86139,176425,2014/6/1,,0
86139,20778239,2014/6/1,,0
91804,19018,2013/10/1,,0
91804,60286898,2013/10/1,,0
140504,58998,2014/1/1,,0
140504,68697039,2014/1/1,,0
145534,1471320,2015/4/1,,1
145534,99545547,2015/4/1,,1
172773,251485,2014/8/1,,0
231358,1208716,2015/2/1,,0
231358,96520504,2015/2/1,,0
235515,1052965,2015/3/1,,0
254709,490436,2014/9/1,,0
254709,81459632,2014/9/1,,0
270594,213576,2014/7/1,,0
270594,196469,2014/6/1,,0
270594,196439,2014/6/1,,0
270594,914215,2014/12/1,,0
270594,79519585,2014/6/1,,0
270594,80067134,2014/7/1,,0
270594,79555664,2014/6/1,,0
289314,17781,2013/10/1,,0
289314,66053369,2013/10/1,,0
294136,1056945,2015/3/1,2015/7/1,0
303934,494764,2014/11/1,,0
303934,85058988,2014/11/1,,0
378871,1045692,2015/1/1,,0
378871,65981974,2015/1/1,,0
398037,1542766,2015/5/1,,0
398037,96352147,2015/5/1,,0
402981,187610,2014/6/1,2015/7/1,0
409364,1581851,2015/5/1,,0
409364,1818105,2015/6/1,,0
409364,1817867,2015/6/1,,0
409364,1818007,2015/6/1,,0
409364,22687309,2015/6/1,,0
409364,22686914,2015/6/1,,0
409364,22687145,2015/6/1,,0
409364,700661458,2015/5/1,,0
409364,20347203,2015/5/1,,0
423317,1484829,2015/4/1,,0
447363,230661,2014/7/1,,1
447363,79279764,2014/7/1,,1
469173,196737,2014/6/1,,1
469173,196732,2014/6/1,,1
469173,196727,2014/6/1,,1
469173,80085936,2014/6/1,,1
469173,80345335,2014/6/1,,1
469173,80072106,2014/6/1,,1
486834,1750867,2015/6/1,,0
22163,1037822,2015/1/1,2015/7/1,0
27490,215282,2014/7/1,,0
36504,239711,2014/8/1,,0
36504,242521,2014/8/1,,0
36504,215684,2014/8/1,,0
36504,242415,2014/8/1,,0
36504,218653,2014/7/1,,0
36504,218386,2014/8/1,,0
36504,206603,2014/8/1,,0
36504,218326,2014/8/1,,0
36504,243049,2014/8/1,,0
36504,206944,2014/8/1,,0
36504,26630972,2014/8/1,,0
36504,21645108,2014/8/1,,0
36504,21642836,2014/8/1,,0
36504,26630502,2014/8/1,,0
36504,20174101,2014/8/1,,0
36504,26629709,2014/7/1,,0
45070,1201469,2015/2/1,2015/7/1,1
46484,1635047,2015/5/1,,0
46484,60023336,2015/5/1,,0
48506,634028,2014/11/1,,1
48506,183575,2015/3/1,,1
48506,88350228,2014/11/1,,1
48506,79618337,2015/3/1,,1
48835,1273066,2015/3/1,,1
48835,93876573,2015/3/1,,1
60263,243368,2014/8/1,,0
60263,80295846,2014/8/1,,0
70730,376538,2014/8/1,,1
70730,83569176,2014/8/1,,1
78017,243709,2014/8/1,,0
93620,1140150,2015/1/1,,0
97281,10939,2013/10/1,,0
97281,65848647,2013/10/1,,0
100423,911768,2014/12/1,,0
100423,66008863,2014/12/1,,0
101558,883243,2014/12/1,,0
101558,92706089,2014/12/1,,0
161098,1067190,2015/1/1,,1
161098,31826581,2015/1/1,,1
165092,1837462,2015/6/1,,0
165092,101542495,2015/6/1,,0
165576,928714,2014/12/1,,0
180268,216917,2014/8/1,,0
180268,11651761,2014/8/1,,0
184788,1046005,2015/1/1,,0
184788,41217426,2015/1/1,,0
187099,1139514,2015/1/1,,1
187099,1139508,2015/1/1,,1
187099,67434535,2015/1/1,,1
187099,67434542,2015/1/1,,1
196957,965839,2015/1/1,,1
196957,81340359,2015/1/1,,1
205387,62034,2014/1/1,,0
205387,63137,2014/1/1,,0
205387,132857,2014/4/1,,0
205387,132963,2014/4/1,,0
205387,68730518,2014/1/1,,0
205387,75014219,2014/4/1,,0
205387,75076511,2014/4/1,,0
205387,60633099,2014/1/1,,0
209122,11913,2013/10/1,,0
209122,30902942,2013/10/1,,0
222714,2303771,2015/8/1,,1
222714,101737132,2015/8/1,,1
241002,1256209,2015/3/1,,0
241002,44258995,2015/3/1,,0
241443,1306573,2015/3/1,,1
295690,846701,2014/12/1,,0
295690,84960551,2014/12/1,,0
309992,957533,2015/1/1,,1
309992,957537,2015/1/1,,1
309992,957529,2015/1/1,,1
309992,957518,2015/1/1,,1
309992,93877121,2015/1/1,,1
309992,93877119,2015/1/1,,1
309992,93877117,2015/1/1,,1
309992,93877107,2015/1/1,,1
347696,1050286,2015/3/1,,0
347696,65980299,2015/3/1,,0
364199,3903,2013/10/1,,1
364199,44258976,2013/10/1,,1
382513,1577083,2015/5/1,,1
404191,1268578,2015/3/1,,0
406569,545367,2014/10/1,2015/7/1,0
425312,215034,2014/7/1,,0
435122,1261507,2015/3/1,,0
441537,1439179,2015/4/1,,0
464308,106441,2014/3/1,,1
464308,75059918,2014/3/1,,1
465525,1644261,2015/5/1,,1
473133,1168702,2015/2/1,,1
473133,1621964,2015/5/1,,1
473133,38251637,2015/2/1,,1
8889,194804,2014/7/1,,1
8889,80319947,2014/7/1,,1
41757,219419,2014/8/1,,0
41757,221034,2014/7/1,,0
41757,79942341,2014/7/1,,0
41757,8549068,2014/8/1,,0
44295,528958,2014/9/1,,0
44295,80297110,2014/9/1,,0
75459,2102144,2015/7/1,,0
82164,1496350,2015/4/1,,0
82164,99074245,2015/4/1,,0
90869,203157,2014/7/1,,0
90869,43082312,2014/7/1,,0
91227,2107151,2015/7/1,,1
95075,1173970,2015/2/1,2015/7/1,0
95075,1173968,2015/2/1,2015/7/1,0
112192,1319715,2015/3/1,,0
112192,93754304,2015/3/1,,0
114018,1254723,2015/3/1,,0
114018,60057834,2015/3/1,,0
138364,1488807,2015/4/1,,1
138364,2147547,2015/8/1,,1
138364,99914225,2015/4/1,,1
138364,104525577,2015/8/1,,1
142224,316238,2014/8/1,,1
142224,11882,2013/10/1,,1
142224,61273579,2014/8/1,,1
151262,1099851,2015/1/1,2015/7/1,0
154752,2124629,2015/7/1,,0
154752,23624071,2015/7/1,,0
169013,201672,2014/11/1,,1
169013,73325891,2014/11/1,,1
170384,1693920,2015/5/1,,0
170384,90532790,2015/5/1,,0
183409,1887412,2015/6/1,,1
183409,60339059,2015/6/1,,1
210338,193097,2014/6/1,,0
210338,193089,2014/6/1,,0
210338,188466,2014/6/1,,0
210338,188424,2014/6/1,,0
210338,188446,2014/6/1,2015/7/1,0
210338,193095,2014/6/1,,0
210338,193088,2014/6/1,,0
210338,183423,2014/6/1,,0
210338,193092,2014/6/1,,0
210338,79629651,2014/6/1,,0
210338,79629654,2014/6/1,,0
210338,79629649,2014/6/1,,0
210338,79629661,2014/6/1,,0
210338,79629659,2014/6/1,,0
210338,79629673,2014/6/1,,0
210338,79629667,2014/6/1,,0
313326,533305,2014/9/1,,0
330487,1983857,2015/7/1,,1
330487,96531444,2015/7/1,,1
392532,216844,2014/8/1,2015/7/1,0
435920,407601,2014/8/1,,0
483598,334435,2014/9/1,,1
483598,334597,2014/9/1,,1
483598,213071,2014/8/1,,1
483598,220436,2014/7/1,,1
483598,220521,2014/7/1,,1
483598,241531,2014/8/1,,1
483598,213086,2014/8/1,,1
483598,217277,2014/8/1,,1
483598,214204,2014/7/1,,1
483598,73366961,2014/8/1,,1
483598,73366719,2014/8/1,,1
483598,81331240,2014/7/1,,1
483598,73367545,2014/9/1,,1
483598,73366721,2014/8/1,,1
483598,73368205,2014/7/1,,1
502739,1451971,2015/4/1,,0
502739,2019885,2015/7/1,,0
502739,2220698,2015/8/1,,0
502739,103881268,2015/8/1,,0
502739,97966794,2015/7/1,,0
502739,97964765,2015/4/1,,0
882,2169841,2015/8/1,,0
62475,249031,2014/8/1,,0
65379,1246585,2015/5/1,,1
65379,96482443,2015/5/1,,1
87353,638818,2014/11/1,,1
87353,638817,2014/11/1,,1
87353,194997,2014/6/1,,1
87353,1339466,2015/3/1,,1
87353,2047311,2015/7/1,,1
87353,88421747,2014/11/1,,1
87353,81341370,2014/6/1,,1
87353,97004577,2015/3/1,,1
117738,767108,2014/11/1,,0
117738,89080529,2014/11/1,,0
158606,1678400,2015/5/1,,0
158606,101355343,2015/5/1,,0
190397,891613,2014/12/1,,1
190397,89116753,2014/12/1,,1
248342,734008,2014/11/1,,0
248342,33831261,2014/11/1,,0
253322,1261638,2015/3/1,,1
253322,2161819,2015/8/1,,1
253322,92773046,2015/8/1,,1
253322,66067321,2015/3/1,,1
254510,890803,2014/12/1,,0
254510,60793,2014/1/1,,0
254510,1531260,2015/5/1,,0
254510,903003,2014/12/1,,0
254510,35877404,2014/12/1,,0
254510,44062967,2014/12/1,,0
254510,79307227,2015/5/1,,0
254510,68740299,2014/1/1,,0
284164,245660,2014/8/1,,0
284164,79279776,2014/8/1,,0
290638,1588949,2015/5/1,,0
290638,1868526,2015/6/1,,0
290638,1999476,2015/7/1,,0
290638,1868467,2015/6/1,,0
290638,99912962,2015/6/1,,0
290638,99912966,2015/6/1,,0
290638,96995040,2015/5/1,,0
290638,93609195,2015/7/1,,0
303456,1372388,2015/3/1,,0
303456,92542280,2015/3/1,,0
321471,1843934,2015/6/1,,0
330183,743312,2014/11/1,,0
330183,1615946,2015/5/1,,0
330183,96506792,2015/5/1,,0
330183,89115871,2014/11/1,,0
414643,12899,2013/10/1,,0
414643,10095090,2013/10/1,,0
430053,230048,2014/8/1,2015/3/1,1
440802,2069225,2015/7/1,,0
440802,10095141,2015/7/1,,0
446120,19028,2013/10/1,,0
446120,1145792,2015/1/1,,0
446120,60654432,2013/10/1,,0
446120,24010053,2015/1/1,,0
456744,754265,2014/11/1,,1
456744,236207,2014/8/1,,1
456744,35985196,2014/8/1,,1
456744,89118664,2014/11/1,,1
476681,1139290,2015/2/1,,0
476681,91566825,2015/2/1,,0
489816,1956552,2015/7/1,,0
491612,211908,2014/8/1,,0
491612,207654,2014/8/1,,0
491612,34193079,2014/8/1,,0
491612,32629304,2014/8/1,,0
514032,1555445,2015/5/1,,0
514032,2125501,2015/7/1,,0
514032,2125421,2015/7/1,,0
514032,96521807,2015/5/1,,0
514032,104600322,2015/7/1,,0
519302,1249545,2015/3/1,,0
1239,1129468,2015/3/1,,0
1239,91704755,2015/3/1,,0
13905,1039724,2015/3/1,2015/7/1,0
13905,1040060,2015/3/1,2015/7/1,0
13905,1039719,2015/3/1,2015/7/1,0
13905,1039830,2015/3/1,2015/7/1,0
27004,1188348,2015/2/1,,1
27004,95165837,2015/2/1,,1
84702,485044,2014/9/1,,0
84702,203547,2014/7/1,,0
84702,2169930,2015/8/1,,0
84702,97359881,2015/8/1,,0
84702,85077134,2014/9/1,,0
84702,80145000,2014/7/1,,0
85285,11647,2013/10/1,,1
99585,658896,2014/11/1,,1
99585,188104,2014/6/1,,1
99585,39525774,2014/6/1,,1
99585,88421112,2014/11/1,,1
168168,204895,2014/7/1,,0
168168,204894,2014/7/1,,0
168168,80104329,2014/7/1,,0
168168,80104489,2014/7/1,,0
170664,1258467,2015/3/1,2015/7/1,0
171803,1340095,2015/3/1,,1
171803,97521814,2015/3/1,,1
193694,1639702,2015/5/1,,1
193694,96748217,2015/5/1,,1
203297,2038825,2015/7/1,,1
203297,103064754,2015/7/1,,1
270693,170253,2014/6/1,,0
270693,10779,2013/10/1,,0
270693,79933257,2014/6/1,,0
270693,28949617,2013/10/1,,0
271738,19794,2013/10/1,,0
271738,43397458,2013/10/1,,0
281621,2274390,2015/8/1,,1
281621,105314502,2015/8/1,,1
297705,242857,2014/8/1,,0
346001,212995,2014/7/1,,1
346001,73366059,2014/7/1,,1
364109,613656,2014/10/1,,0
364109,613513,2014/10/1,,0
364109,613390,2014/10/1,,0
364109,613725,2014/10/1,,0
364109,60400,2014/1/1,,0
364109,1372637,2015/3/1,,0
364109,1369579,2015/3/1,,0
364109,1357312,2015/3/1,,0
364109,1372403,2015/3/1,,0
364109,1372418,2015/3/1,,0
364109,92542282,2015/3/1,,0
364109,92542274,2015/3/1,,0
364109,97522626,2015/3/1,,0
364109,85062237,2014/10/1,,0
364109,83563320,2014/10/1,,0
364109,91677254,2015/3/1,,0
364109,68687487,2014/10/1,,0
364109,85959534,2014/10/1,,0
379179,1935704,2015/7/1,,0
379179,99868384,2015/7/1,,0
463843,2152590,2015/8/1,,0
463843,100499282,2015/8/1,,0
470217,236954,2014/8/1,,0
474480,214596,2014/7/1,,0
474480,81386398,2014/7/1,,0
476115,1176081,2015/2/1,,1
476115,93536997,2015/2/1,,1
501644,1389532,2015/4/1,,0
501644,99081901,2015/4/1,,0
525562,16768,2013/10/1,,0
525562,66017450,2013/10/1,,0
1783,1452708,2015/4/1,,0
1783,19251237,2015/4/1,,0
26860,1246358,2015/3/1,,0
88654,1723102,2015/6/1,,0
88654,19250625,2015/6/1,,0
116343,247667,2014/8/1,,1
116343,83556985,2014/8/1,,1
125588,2212353,2015/8/1,,0
125588,104906436,2015/8/1,,0
218466,520509,2014/9/1,,0
218466,1724132,2015/6/1,,0
218466,1724139,2015/6/1,,0
218466,1724115,2015/6/1,,0
218466,101093611,2015/6/1,,0
218466,101093609,2015/6/1,,0
218466,101093605,2015/6/1,,0
218466,79522961,2014/9/1,,0
220224,207462,2014/8/1,,0
220224,215877,2014/8/1,,0
225660,171030,2014/6/1,,1
225660,38807592,2014/6/1,,1
228496,1996588,2015/7/1,,1
248710,1094550,2015/1/1,2015/7/1,0
254307,856140,2014/12/1,,1
254307,81335947,2014/12/1,,1
254369,210719,2014/8/1,,0
254369,156605,2014/6/1,,0
254369,72827013,2014/8/1,,0
261339,648703,2014/11/1,,0
261339,215360,2014/8/1,,0
261339,30040481,2014/8/1,,0
261339,85069098,2014/11/1,,0
272119,1168263,2015/2/1,,1
317825,250173,2014/8/1,,1
317825,230557,2014/7/1,,1
317825,185206,2014/6/1,,1
317825,1760143,2015/6/1,,1
317825,81702621,2014/7/1,,1
317825,80144051,2014/6/1,,1
317825,101684534,2015/6/1,,1
317825,79554158,2014/8/1,,1
354533,1307137,2015/3/1,,0
360959,1674858,2015/5/1,,1
360959,83519883,2015/5/1,,1
387241,205221,2014/7/1,,0
426413,165473,2014/6/1,,1
426413,41360113,2014/6/1,,1
434156,41630,2013/12/1,2015/7/1,0
434209,654863,2014/11/1,,1
434209,650033,2014/11/1,,1
434209,1621667,2015/5/1,,1
434209,1622628,2015/5/1,,1
434209,96521732,2015/5/1,,1
434209,85961630,2014/11/1,,1
434209,79322313,2014/11/1,,1
434209,92781854,2015/5/1,,1
452290,1865703,2015/7/1,,0
452290,99914601,2015/7/1,,0
460235,911050,2014/12/1,2015/7/1,0
475854,932743,2014/12/1,,0
475854,21377195,2014/12/1,,0
481893,615617,2014/10/1,,1
481893,229864,2014/7/1,,1
10691,169066,2014/6/1,,1
10691,36270553,2014/6/1,,1
65028,190033,2014/6/1,,1
65028,190032,2014/6/1,,1
65028,190031,2014/6/1,,1
65028,190035,2014/6/1,,1
65028,190034,2014/6/1,,1
65028,81122436,2014/6/1,,1
65028,81122444,2014/6/1,,1
65028,81122427,2014/6/1,,1
65028,81122438,2014/6/1,,1
65028,81122425,2014/6/1,,1
77103,1308888,2015/3/1,,0
77103,89113736,2015/3/1,,0
77777,1191032,2015/2/1,,1
77777,73391763,2015/2/1,,1
99856,1772427,2015/6/1,,0
99856,1807174,2015/6/1,,0
99856,33544758,2015/6/1,,0
99856,27325653,2015/6/1,,0
163587,205642,2014/8/1,,0
163587,205654,2014/8/1,,0
163587,192610,2014/8/1,,0
163587,192608,2014/8/1,,0
163587,236249,2014/8/1,,0
163587,1942415,2015/7/1,,0
163587,41626913,2014/8/1,,0
163587,42689785,2014/8/1,,0
163587,80154863,2015/7/1,,0
198650,712962,2015/1/1,,0
208615,1270111,2015/3/1,,0
208615,66047820,2015/3/1,,0
214119,1818867,2015/6/1,,1
218139,1140038,2015/1/1,,0
218139,91872623,2015/1/1,,0
249819,1058348,2015/3/1,,1
249819,65993530,2015/3/1,,1
312751,611386,2014/10/1,,1
312917,1845562,2015/6/1,,0
312917,99082430,2015/6/1,,0
322207,182076,2014/6/1,,0
322207,1251603,2015/3/1,2015/7/1,0
322207,1251576,2015/3/1,2015/7/1,0
322207,1251944,2015/3/1,2015/7/1,0
322207,2208124,2015/8/1,,0
322207,6205015,2015/8/1,,0
323306,216340,2014/8/1,,0
349326,1276122,2015/3/1,,1
349326,13173750,2015/3/1,,1
351929,724849,2014/11/1,,0
380980,1625096,2015/5/1,,1
380980,96513087,2015/5/1,,1
430035,753180,2014/11/1,,1
430035,243065,2014/8/1,,1
430035,89114871,2014/11/1,,1
430035,81387719,2014/8/1,,1
438020,554461,2014/9/1,,0
446674,929356,2014/12/1,,0
446674,66062726,2014/12/1,,0
451587,759574,2014/12/1,,1
451587,81469527,2014/12/1,,1
457902,1096443,2015/1/1,,1
457902,1491255,2015/4/1,,1
457902,2133498,2015/7/1,,1
457902,32658116,2015/4/1,,1
457902,36516255,2015/7/1,,1
457902,32333665,2015/1/1,,1
472956,1403879,2015/4/1,,0
472956,79950932,2015/4/1,,0
521339,225969,2014/7/1,,0
521339,79560645,2014/7/1,,0
521935,1273138,2015/3/1,,0
521935,97931960,2015/3/1,,0
10695,143902,2014/5/1,,0
10695,34010957,2014/5/1,,0
52079,34058,2013/10/1,,1
52079,43087097,2013/10/1,,1
55821,220290,2014/8/1,,0
55821,2308419,2015/8/1,,0
