EID,TYPECODE,FBDATE,SXENDDATE,TARGET
55821,32642213,2014/8/1,,0
55821,99072433,2015/8/1,,0
101347,530100,2014/9/1,,0
101347,81325094,2014/9/1,,0
222694,1268487,2015/3/1,,0
222694,1268495,2015/3/1,,0
222694,66072130,2015/3/1,,0
222694,66072128,2015/3/1,,0
225893,492438,2014/11/1,,1
268043,194492,2014/6/1,,1
268043,194461,2014/6/1,,1
268043,700661454,2014/6/1,,1
268043,700661455,2014/6/1,,1
268043,9777063,2014/6/1,,1
268043,9771098,2014/6/1,,1
275853,799305,2014/12/1,,1
275853,89081858,2014/12/1,,1
285309,227775,2014/8/1,,1
285309,197871,2014/6/1,,1
285309,41255394,2014/8/1,,1
285309,81440157,2014/6/1,,1
310509,2325381,2015/8/1,,0
326755,839476,2014/12/1,,1
326755,91810214,2014/12/1,,1
330586,930240,2014/12/1,,0
330586,66061301,2014/12/1,,0
334019,1775402,2015/6/1,,0
334019,32920534,2015/6/1,,0
336009,1139921,2015/1/1,,1
336009,1261989,2015/3/1,,1
336009,1595063,2015/5/1,,1
336009,92424094,2015/1/1,,1
336009,97817090,2015/5/1,,1
336009,97794763,2015/3/1,,1
342025,174853,2014/6/1,,0
342025,41163579,2014/6/1,,0
344480,1687799,2015/5/1,,0
344480,98626702,2015/5/1,,0
351918,1269206,2015/3/1,,0
351918,61395703,2015/3/1,,0
374272,592446,2014/10/1,,1
374272,85271711,2014/10/1,,1
445967,204052,2014/7/1,,0
445967,204012,2014/7/1,,0
445967,191071,2014/6/1,,0
445967,60001415,2014/7/1,,0
445967,61879992,2014/7/1,,0
445967,79934068,2014/6/1,,0
472692,1171896,2015/2/1,,1
472692,92779742,2015/2/1,,1
473947,758253,2014/11/1,,0
473947,81442087,2014/11/1,,0
494024,230463,2014/7/1,,0
499365,1937624,2015/7/1,,0
29041,1868957,2015/6/1,,0
29041,1868963,2015/6/1,,0
33606,2282027,2015/8/1,,0
33606,82042364,2015/8/1,,0
34161,2133465,2015/7/1,,0
34161,36602347,2015/7/1,,0
37145,1133916,2015/1/1,,1
37145,19676220,2015/1/1,,1
42051,173492,2014/6/1,,1
42051,1139052,2015/1/1,,1
42051,80624630,2014/6/1,,1
42051,93537990,2015/1/1,,1
66843,932649,2014/12/1,,0
66843,932657,2014/12/1,,0
66843,930522,2014/12/1,,0
66843,66063773,2014/12/1,,0
72738,1822763,2015/6/1,,0
72738,98626631,2015/6/1,,0
106128,2030366,2015/7/1,,0
129447,885981,2014/12/1,,0
129447,92715367,2014/12/1,,0
157843,786988,2014/12/1,,1
157843,79559656,2014/12/1,,1
179491,229465,2014/7/1,,0
179491,44507927,2014/7/1,,0
182734,183898,2014/6/1,,0
182734,61395978,2014/6/1,,0
183850,1679552,2015/5/1,,0
183850,27323794,2015/5/1,,0
189920,490718,2014/9/1,,0
189920,83560740,2014/9/1,,0
220079,2295268,2015/8/1,,1
220079,104638698,2015/8/1,,1
310996,1750861,2015/6/1,,0
310996,61320876,2015/6/1,,0
376375,1246069,2015/3/1,,0
376375,97769597,2015/3/1,,0
413818,1422804,2015/4/1,,1
413818,93537912,2015/4/1,,1
430319,1271364,2015/3/1,,0
430319,2074276,2015/7/1,,0
430319,700661462,2015/3/1,,0
430319,96515114,2015/7/1,,0
430319,30996554,2015/3/1,,0
491159,1622122,2015/5/1,,1
507493,219320,2014/8/1,,0
507493,218260,2014/8/1,,0
507493,206584,2014/8/1,,0
507493,16539918,2014/8/1,,0
507493,23962550,2014/8/1,,0
521138,1828466,2015/6/1,,0
523669,1343574,2015/3/1,,0
523669,1586109,2015/5/1,,0
523669,86244396,2015/3/1,,0
43594,1364303,2015/3/1,,0
43594,80300489,2015/3/1,,0
55480,5569,2013/10/1,,0
55480,60833727,2013/10/1,,0
68121,508828,2014/9/1,,1
68121,60121790,2015/1/1,,1
135845,1370137,2015/3/1,,1
135845,1782320,2015/6/1,,1
135845,96516436,2015/3/1,,1
135845,100869766,2015/6/1,,1
158892,710406,2014/11/1,2015/7/1,1
158892,89124243,2014/11/1,,1
171251,1686992,2015/5/1,,0
175325,1907296,2015/6/1,,0
175325,101656122,2015/6/1,,0
205240,904129,2014/12/1,2015/7/1,0
218436,1972138,2015/7/1,,0
218436,96497514,2015/7/1,,0
238298,161246,2014/6/1,,0
286184,929833,2014/12/1,,0
286184,66064771,2014/12/1,,0
312966,1083296,2015/1/1,,0
312966,1092182,2015/3/1,,0
312966,1092146,2015/3/1,,0
312966,1092123,2015/3/1,,0
312966,1092196,2015/3/1,,0
312966,1092015,2015/3/1,,0
312966,1092035,2015/3/1,,0
312966,1092162,2015/3/1,,0
312966,66052592,2015/3/1,,0
312966,66052132,2015/1/1,,0
312966,66053034,2015/3/1,,0
312966,66052202,2015/3/1,,0
312966,66051691,2015/3/1,,0
312966,66052579,2015/3/1,,0
312966,66052626,2015/3/1,,0
312966,66053053,2015/3/1,,0
320433,227340,2014/8/1,,0
331155,1745227,2015/6/1,,1
331155,101096469,2015/6/1,,1
344263,1096139,2015/1/1,,0
344263,24574301,2015/1/1,,0
355173,1969022,2015/7/1,,0
355173,98521897,2015/7/1,,0
356214,1378511,2015/3/1,,1
356214,1827612,2015/6/1,,1
356214,1827690,2015/6/1,,1
356214,28344349,2015/3/1,,1
356214,24397067,2015/6/1,,1
356214,24395752,2015/6/1,,1
384432,1238945,2015/3/1,,0
384432,1238942,2015/3/1,,0
384432,1238943,2015/3/1,,0
384432,93250284,2015/3/1,,0
384432,93250378,2015/3/1,,0
394535,1847986,2015/6/1,,1
394535,97741474,2015/6/1,,1
398590,2236591,2015/8/1,,1
398590,97741189,2015/8/1,,1
405088,529695,2014/9/1,,0
405088,67782966,2014/9/1,,0
417920,146871,2014/5/1,,0
417920,60535556,2014/5/1,,0
447159,755081,2014/12/1,2015/7/1,0
456371,198049,2014/6/1,,0
456371,993253,2015/1/1,,0
456371,1703761,2015/5/1,,0
456371,2020952,2015/8/1,,0
456371,85065576,2015/5/1,,0
456371,79282888,2014/6/1,,0
456371,85053507,2015/1/1,,0
515974,538228,2014/9/1,,0
525849,1130284,2015/1/1,,1
525849,92400371,2015/1/1,,1
4164,1092018,2015/1/1,,0
4164,95153443,2015/1/1,,0
49675,19651,2013/10/1,,1
49675,60357475,2013/10/1,,1
49675,700661466,2013/10/1,,1
87086,1184206,2015/2/1,,0
87086,91746892,2015/2/1,,0
95668,132574,2014/4/1,,0
95668,72849547,2014/4/1,,0
163770,1267648,2015/3/1,,0
163770,66067750,2015/3/1,,0
241886,1036097,2015/1/1,,1
241886,66069745,2015/1/1,,1
245143,59663,2014/1/1,,0
245143,62185301,2014/1/1,,0
255086,61898,2014/1/1,,1
255086,61771,2014/1/1,,1
255086,61774,2014/1/1,,1
255086,61767,2014/1/1,,1
255086,62643,2014/1/1,,1
255086,62519,2014/1/1,,1
255086,62441,2014/1/1,,1
255086,62513,2014/1/1,,1
255086,62448,2014/1/1,,1
255086,62507,2014/1/1,,1
255086,62532,2014/1/1,,1
255086,62480,2014/1/1,,1
255086,62454,2014/1/1,,1
255086,62444,2014/1/1,,1
255086,62450,2014/1/1,,1
255086,61768,2014/1/1,,1
255086,61686,2014/1/1,,1
255086,61789,2014/1/1,,1
255086,61808,2014/1/1,,1
255086,61899,2014/1/1,,1
255086,61886,2014/1/1,,1
255086,61624,2014/1/1,,1
255086,61765,2014/1/1,,1
255086,61733,2014/1/1,,1
255086,61715,2014/1/1,,1
255086,61701,2014/1/1,,1
255086,61723,2014/1/1,,1
255086,61684,2014/1/1,,1
255086,61793,2014/1/1,,1
255086,61806,2014/1/1,,1
255086,61627,2014/1/1,,1
255086,61758,2014/1/1,,1
255086,61639,2014/1/1,,1
255086,61647,2014/1/1,,1
255086,61630,2014/1/1,,1
255086,61621,2014/1/1,,1
255086,61635,2014/1/1,,1
255086,61645,2014/1/1,,1
255086,61629,2014/1/1,,1
255086,61717,2014/1/1,,1
255086,61623,2014/1/1,,1
255086,62510,2014/1/1,,1
255086,62486,2014/1/1,,1
255086,62505,2014/1/1,,1
255086,62439,2014/1/1,,1
255086,62437,2014/1/1,,1
255086,62435,2014/1/1,,1
255086,62642,2014/1/1,,1
255086,62637,2014/1/1,,1
255086,62506,2014/1/1,,1
255086,62512,2014/1/1,,1
255086,62466,2014/1/1,,1
255086,62465,2014/1/1,,1
255086,61670,2014/1/1,,1
255086,62471,2014/1/1,,1
255086,61699,2014/1/1,,1
255086,61704,2014/1/1,,1
255086,61667,2014/1/1,,1
255086,61689,2014/1/1,,1
255086,61675,2014/1/1,,1
255086,61812,2014/1/1,,1
255086,61894,2014/1/1,,1
255086,61695,2014/1/1,,1
255086,61685,2014/1/1,,1
255086,61690,2014/1/1,,1
255086,61761,2014/1/1,,1
255086,61799,2014/1/1,,1
255086,61810,2014/1/1,,1
255086,61727,2014/1/1,,1
255086,61730,2014/1/1,,1
255086,61737,2014/1/1,,1
255086,61776,2014/1/1,,1
255086,61673,2014/1/1,,1
255086,61678,2014/1/1,,1
255086,61680,2014/1/1,,1
255086,61671,2014/1/1,,1
255086,61688,2014/1/1,,1
255086,61809,2014/1/1,,1
255086,61692,2014/1/1,,1
255086,61707,2014/1/1,,1
255086,61890,2014/1/1,,1
255086,61712,2014/1/1,,1
255086,61720,2014/1/1,,1
255086,59018,2014/1/1,,1
255086,59042,2014/1/1,,1
255086,59271,2014/1/1,,1
255086,59326,2014/1/1,,1
255086,59320,2014/1/1,,1
255086,59124,2014/1/1,,1
255086,59020,2014/1/1,,1
255086,59168,2014/1/1,,1
255086,59158,2014/1/1,,1
255086,59127,2014/1/1,,1
255086,59047,2014/1/1,,1
255086,59149,2014/1/1,,1
255086,59024,2014/1/1,,1
255086,59014,2014/1/1,,1
255086,59036,2014/1/1,,1
255086,59051,2014/1/1,,1
255086,59354,2014/1/1,,1
255086,59337,2014/1/1,,1
255086,59344,2014/1/1,,1
255086,59096,2014/1/1,,1
255086,59342,2014/1/1,,1
255086,59103,2014/1/1,,1
255086,59189,2014/1/1,,1
255086,59248,2014/1/1,,1
255086,59359,2014/1/1,,1
255086,59227,2014/1/1,,1
255086,59377,2014/1/1,,1
255086,59374,2014/1/1,,1
255086,59366,2014/1/1,,1
255086,59253,2014/1/1,,1
255086,59233,2014/1/1,,1
255086,59398,2014/1/1,,1
255086,59386,2014/1/1,,1
255086,59329,2014/1/1,,1
255086,59091,2014/1/1,,1
255086,59066,2014/1/1,,1
255086,59106,2014/1/1,,1
255086,59206,2014/1/1,,1
255086,59284,2014/1/1,,1
255086,59334,2014/1/1,,1
255086,59080,2014/1/1,,1
255086,59259,2014/1/1,,1
255086,59278,2014/1/1,,1
255086,59301,2014/1/1,,1
255086,59033,2014/1/1,,1
255086,59134,2014/1/1,,1
255086,59114,2014/1/1,,1
255086,59137,2014/1/1,,1
255086,59118,2014/1/1,,1
255086,59110,2014/1/1,,1
255086,59221,2014/1/1,,1
255086,59199,2014/1/1,,1
255086,59266,2014/1/1,,1
255086,59130,2014/1/1,,1
255086,59087,2014/1/1,,1
255086,59062,2014/1/1,,1
255086,59143,2014/1/1,,1
255086,59073,2014/1/1,,1
255086,59241,2014/1/1,,1
255086,59216,2014/1/1,,1
255086,59313,2014/1/1,,1
255086,56119,2014/1/1,,1
255086,56142,2014/1/1,,1
255086,56147,2014/1/1,,1
255086,56123,2014/1/1,,1
255086,56139,2014/1/1,,1
255086,56238,2014/1/1,,1
255086,56154,2014/1/1,,1
255086,56136,2014/1/1,,1
255086,59057,2014/1/1,,1
255086,199751,2014/7/1,,1
255086,54955,2014/1/1,,1
255086,54959,2014/1/1,,1
255086,54925,2014/1/1,,1
255086,54921,2014/1/1,,1
255086,54957,2014/1/1,,1
255086,54942,2014/1/1,,1
255086,54980,2014/1/1,,1
255086,54939,2014/1/1,,1
255086,54950,2014/1/1,,1
255086,54947,2014/1/1,,1
255086,54962,2014/1/1,,1
255086,54974,2014/1/1,,1
255086,54936,2014/1/1,,1
255086,54945,2014/1/1,,1
255086,54966,2014/1/1,,1
255086,54970,2014/1/1,,1
255086,62468,2014/1/1,,1
255086,1941828,2015/7/1,,1
255086,44073666,2014/7/1,,1
255086,39584831,2014/1/1,,1
255086,98907929,2015/7/1,,1
255086,60625658,2014/1/1,,1
255086,60615762,2014/1/1,,1
255086,37553151,2014/1/1,,1
255086,37551167,2014/1/1,,1
255086,37532033,2014/1/1,,1
269490,328415,2014/8/1,,0
269490,60811633,2014/8/1,,0
283447,174297,2014/6/1,,0
283447,67558250,2014/6/1,,0
296917,217511,2014/8/1,,1
296917,217516,2014/8/1,,1
296917,217519,2014/8/1,,1
296917,217517,2014/8/1,,1
296917,217585,2014/8/1,,1
331977,210819,2014/7/1,,1
331977,79629918,2014/7/1,,1
342578,172854,2014/6/1,,0
342578,18390353,2014/6/1,,0
377799,194927,2014/7/1,,0
377799,38100634,2014/7/1,,0
385889,162412,2014/6/1,,0
412650,3969,2013/10/1,,0
412650,44294771,2013/10/1,,0
421084,1544528,2015/5/1,,0
435007,740435,2014/11/1,,0
435007,909418,2014/12/1,,0
435007,259801,2014/9/1,,0
435007,155597,2014/6/1,,0
435007,18371,2013/10/1,,0
435007,87441894,2014/11/1,,0
435007,66084289,2014/9/1,,0
435007,66080998,2014/12/1,,0
435007,66034964,2013/10/1,,0
435007,79291868,2014/6/1,,0
447278,12677,2013/10/1,,0
447278,66084512,2013/10/1,,0
473462,1357320,2015/3/1,,0
503838,1118229,2015/3/1,2015/7/1,1
6103,1140051,2015/1/1,,1
6103,39525799,2015/1/1,,1
22008,1386980,2015/4/1,,0
35863,230535,2014/7/1,,0
35863,230536,2014/7/1,,0
54693,2247747,2015/8/1,,1
54693,96485998,2015/8/1,,1
82759,222673,2014/7/1,,0
82759,218667,2014/8/1,,0
82759,218883,2014/8/1,,0
82759,217203,2015/8/1,,0
82759,9276260,2014/7/1,,0
82759,79279759,2015/8/1,,0
82759,14168229,2014/8/1,,0
82759,10904045,2014/8/1,,0
100884,1006975,2015/1/1,,1
100884,91742761,2015/1/1,,1
138409,183649,2014/6/1,,0
138409,1097525,2015/1/1,,0
138409,1098213,2015/1/1,,0
138409,1099592,2015/1/1,,0
138409,1099166,2015/1/1,,0
138409,1095041,2015/1/1,,0
138409,1099416,2015/1/1,,0
138409,1099143,2015/1/1,,0
138409,1094873,2015/1/1,,0
138409,1094647,2015/1/1,,0
138409,60088534,2015/1/1,,0
138409,30888365,2015/1/1,,0
138409,33660443,2015/1/1,,0
138409,30946186,2014/6/1,,0
138409,19411242,2015/1/1,,0
138409,60953457,2015/1/1,,0
138409,60287144,2015/1/1,,0
138409,60497588,2015/1/1,,0
138409,61484219,2015/1/1,,0
138409,21191264,2015/1/1,,0
144321,10207,2013/10/1,2015/7/1,1
144321,2070038,2015/7/1,,1
154574,786634,2014/12/1,,1
154574,699892,2014/11/1,,1
154574,162561,2014/6/1,,1
154574,170870,2014/9/1,,1
154574,1127730,2015/1/1,,1
154574,1908169,2015/7/1,,1
154574,2305812,2015/8/1,,1
154574,91894404,2015/1/1,,1
154574,96486631,2015/7/1,,1
154574,61430866,2014/11/1,,1
154574,62078048,2014/12/1,,1
161705,218909,2014/8/1,,0
161705,192311,2014/8/1,,0
161705,192369,2014/8/1,,0
161705,205934,2014/8/1,,0
161705,23333606,2014/8/1,,0
186212,228261,2014/7/1,,1
186212,61126330,2014/7/1,,1
204564,217505,2014/8/1,,1
204564,217496,2014/8/1,,1
204564,217490,2014/8/1,,1
204564,217493,2014/8/1,,1
204564,206416,2014/8/1,,1
204564,217987,2014/8/1,,1
204564,217499,2014/8/1,,1
204564,72827173,2014/8/1,,1
228835,173718,2014/6/1,,1
228835,1491313,2015/4/1,,1
228835,1497160,2015/4/1,,1
228835,33924358,2015/4/1,,1
228835,32463325,2015/4/1,,1
228835,30843816,2014/6/1,,1
250753,1675242,2015/5/1,,1
250753,60055094,2015/5/1,,1
257376,520062,2014/9/1,,0
257376,85274149,2014/9/1,,0
278041,167944,2014/6/1,,0
278041,33118900,2014/6/1,,0
299270,162305,2014/6/1,,0
299270,80408389,2014/6/1,,0
305828,622587,2014/10/1,,0
305828,42183167,2014/10/1,,0
315038,188872,2014/6/1,,0
318390,779070,2014/12/1,,0
318390,76576838,2014/12/1,,0
320659,1054574,2015/3/1,,1
320659,66014600,2015/3/1,,1
326650,139854,2014/5/1,,1
326650,17062,2013/10/1,,1
326650,1623631,2015/5/1,,1
326650,2051792,2015/7/1,,1
326650,100523100,2015/5/1,,1
326650,73349619,2014/5/1,,1
326650,60535476,2013/10/1,,1
326650,103705687,2015/7/1,,1
367527,239615,2014/8/1,,1
367527,68732394,2014/8/1,,1
372836,929324,2014/12/1,,0
372836,66068146,2014/12/1,,0
402485,936972,2014/12/1,,0
402485,13926009,2014/12/1,,0
447197,1094821,2015/3/1,,1
447197,1633628,2015/5/1,,1
447197,66056932,2015/3/1,,1
447197,99971921,2015/5/1,,1
452797,2131058,2015/8/1,,1
453996,1251812,2015/3/1,,0
453996,79631773,2015/3/1,,0
495897,745374,2014/11/1,2015/7/1,1
495897,1059349,2015/1/1,,1
495897,1615787,2015/5/1,,1
495897,96501552,2015/5/1,,1
495897,91746942,2015/1/1,,1
497900,1054417,2015/3/1,,0
497900,66010069,2015/3/1,,0
13487,911854,2014/12/1,,0
13487,65999017,2014/12/1,,0
49426,1241990,2015/3/1,,0
49426,96995052,2015/3/1,,0
82125,993459,2015/1/1,,0
82125,39424626,2015/1/1,,0
127808,99862,2014/12/1,,0
127808,1243687,2015/3/1,,0
127808,1457328,2015/4/1,,0
127808,2099925,2015/7/1,,0
127808,68745301,2015/7/1,,0
127808,81333289,2015/3/1,,0
127808,96511939,2015/4/1,,0
212638,203106,2014/7/1,,0
212638,80056775,2014/7/1,,0
214586,1275605,2015/3/1,,1
214586,66032664,2015/3/1,,1
221964,1621949,2015/5/1,,1
221964,93818257,2015/5/1,,1
224726,959050,2015/1/1,2015/7/1,0
242603,1868213,2015/6/1,,1
242603,103030967,2015/6/1,,1
271867,778047,2014/12/1,,0
271867,910353,2015/3/1,,0
271867,66081238,2015/3/1,,0
273729,1513084,2015/4/1,,0
273729,96503372,2015/4/1,,0
274142,705298,2014/11/1,,0
274142,705299,2014/11/1,,0
274142,1773902,2015/6/1,,0
333237,1248135,2015/3/1,,1
333237,1246414,2015/3/1,,1
333237,66086641,2015/3/1,,1
333237,66086669,2015/3/1,,1
338651,1270611,2015/3/1,,0
338651,1084261,2015/1/1,,0
338651,1270061,2015/3/1,,0
338651,1249372,2015/3/1,,0
341477,1251860,2015/3/1,2015/7/1,0
397026,210407,2014/7/1,,0
429700,195221,2014/6/1,,1
429700,79322341,2014/6/1,,1
449468,708979,2014/11/1,2015/7/1,1
500794,1457419,2015/4/1,,0
24132,335743,2014/9/1,,1
24132,229800,2014/8/1,,1
24132,80317601,2014/8/1,,1
24132,85050378,2014/9/1,,1
26743,1407775,2015/4/1,,1
26743,91709496,2015/4/1,,1
34059,181932,2014/6/1,,0
34059,68741150,2014/6/1,,0
51030,2148424,2015/8/1,,0
51030,44055010,2015/8/1,,0
77722,217261,2014/8/1,,0
93417,170146,2014/6/1,,0
93417,181544,2014/6/1,,0
93417,170665,2014/6/1,,0
93417,18995874,2014/6/1,,0
95095,1251318,2015/3/1,,1
95095,85076645,2015/3/1,,1
102700,1593985,2015/5/1,,1
102700,1594008,2015/5/1,,1
102700,1594030,2015/5/1,,1
102700,96512145,2015/5/1,,1
102700,96512129,2015/5/1,,1
102700,96512413,2015/5/1,,1
136020,205084,2014/7/1,,1
151440,3766,2013/10/1,,0
151440,2210993,2015/8/1,,0
151440,99078779,2015/8/1,,0
151440,60533962,2013/10/1,,0
169590,930255,2014/12/1,,0
170481,184209,2014/6/1,,0
170481,38057190,2014/6/1,,0
227034,1274488,2015/3/1,,0
227034,2206688,2015/8/1,,0
227034,2206485,2015/8/1,,0
227034,97121620,2015/3/1,,0
243549,1728181,2015/6/1,,0
243549,73349299,2015/6/1,,0
244846,612220,2014/10/1,,1
244846,81303261,2014/10/1,,1
258561,151504,2014/5/1,,0
258561,75067331,2014/5/1,,0
263499,177125,2014/7/1,,1
263499,164867,2014/6/1,,1
263499,80408542,2014/7/1,,1
263499,79516497,2014/6/1,,1
273874,1094777,2015/1/1,,0
273874,19370161,2015/1/1,,0
312081,1202505,2015/2/1,,1
312081,96484679,2015/2/1,,1
320666,2088342,2015/7/1,,0
320666,104414395,2015/7/1,,0
328381,333576,2014/11/1,,0
328381,79570169,2014/11/1,,0
332082,226435,2014/8/1,,1
332082,2231694,2015/8/1,,1
332082,104196377,2015/8/1,,1
335159,1233967,2015/3/1,,0
356824,2304924,2015/8/1,,1
356824,93535354,2015/8/1,,1
401078,1053108,2015/3/1,,0
401482,2153462,2015/8/1,,1
401482,96499835,2015/8/1,,1
441417,1768828,2015/6/1,,1
441417,1768808,2015/6/1,,1
441417,1804207,2015/6/1,,1
441417,1804253,2015/6/1,,1
441417,42960243,2015/6/1,,1
441417,42960134,2015/6/1,,1
441417,43270651,2015/6/1,,1
441417,43270861,2015/6/1,,1
464287,990974,2015/1/1,2015/7/1,0
464287,1173894,2015/2/1,2015/7/1,0
464287,1432111,2015/4/1,,0
464287,1652125,2015/5/1,,0
464287,1712099,2015/6/1,,0
464287,1695569,2015/5/1,,0
464287,1695944,2015/5/1,,0
464287,1683081,2015/5/1,,0
464287,1879109,2015/7/1,,0
464287,2298641,2015/8/1,,0
464287,106260203,2015/8/1,,0
499635,1247799,2015/3/1,,0
501089,1533096,2015/5/1,,0
501089,98909466,2015/5/1,,0
508114,906837,2014/12/1,2015/7/1,0
1445,2029235,2015/7/1,,0
16523,895958,2014/12/1,,1
16523,83486736,2014/12/1,,1
17131,1521736,2015/4/1,,0
17131,97791567,2015/4/1,,0
27864,991793,2015/1/1,,1
27864,91668480,2015/1/1,,1
56355,161814,2014/6/1,,0
68591,218611,2014/8/1,,0
84942,1096630,2015/1/1,,0
84942,163552,2014/6/1,,0
84942,33516362,2014/6/1,,0
84942,39700452,2015/1/1,,0
90909,1878069,2015/7/1,,0
90909,97883836,2015/7/1,,0
153074,1172259,2015/2/1,,0
160961,251408,2014/8/1,2015/7/1,0
164533,529435,2014/9/1,,0
165079,182851,2014/6/1,,0
165079,134585,2014/5/1,,0
165079,1136938,2015/1/1,,0
165079,1294074,2015/5/1,,0
165079,75076441,2014/5/1,,0
165079,98100968,2015/5/1,,0
165079,80322335,2014/6/1,,0
165079,22564926,2015/1/1,,0
194955,218180,2014/8/1,,0
194955,206545,2014/8/1,,0
194955,30115355,2014/8/1,,0
204923,233302,2014/8/1,,1
204923,186962,2014/6/1,,1
204923,199287,2014/7/1,,1
204923,80299156,2014/6/1,,1
205081,178700,2014/6/1,,1
205081,178699,2014/6/1,,1
205081,13200,2013/10/1,,1
205081,17520533,2014/6/1,,1
231844,182599,2014/6/1,,0
269838,686365,2014/11/1,,0
269838,61373867,2014/11/1,,0
341470,911585,2014/12/1,,0
341470,1731586,2015/6/1,,0
341470,66017138,2014/12/1,,0
341470,40538298,2015/6/1,,0
404320,182622,2014/6/1,,1
404320,61610083,2014/6/1,,1
407475,186093,2014/7/1,,0
407475,73358593,2014/7/1,,0
441216,2094147,2015/7/1,,0
441216,97824758,2015/7/1,,0
493952,1208571,2015/2/1,,1
493952,96520446,2015/2/1,,1
6525,1270646,2015/3/1,,0
6525,66070646,2015/3/1,,0
11705,1308788,2015/3/1,,1
11705,13794587,2015/3/1,,1
23768,541263,2014/10/1,,1
23768,73391841,2014/10/1,,1
29604,562454,2014/9/1,,1
29604,1921940,2015/6/1,,1
29604,80154382,2014/9/1,,1
29604,99915497,2015/6/1,,1
77921,903646,2014/12/1,,1
77921,66054970,2014/12/1,,1
81653,1186171,2015/2/1,,1
81653,1251844,2015/3/1,,1
81653,91673801,2015/2/1,,1
81653,85076674,2015/3/1,,1
99785,1167085,2015/2/1,2015/7/1,0
116003,983585,2015/1/1,,0
164796,1497060,2015/4/1,,1
164796,33808754,2015/4/1,,1
202934,203951,2014/7/1,,1
202934,185447,2014/6/1,,1
202934,163302,2014/6/1,,1
202934,171266,2014/6/1,,1
202934,1099264,2015/1/1,,1
202934,1096566,2015/1/1,,1
202934,1096061,2015/1/1,,1
202934,1446142,2015/4/1,,1
202934,1497178,2015/4/1,,1
202934,19622735,2014/6/1,,1
202934,35983278,2015/1/1,,1
202934,33214745,2014/6/1,,1
202934,33922897,2015/4/1,,1
202934,73356715,2015/4/1,,1
202934,22668560,2015/1/1,,1
202934,36282728,2014/7/1,,1
202934,60033418,2014/6/1,,1
202934,29050593,2015/1/1,,1
207760,251210,2014/8/1,,0
207760,80108996,2014/8/1,,0
209704,914184,2014/12/1,,1
209704,1112598,2015/1/1,,1
209704,1250736,2015/3/1,,1
209704,1278621,2015/3/1,,1
209704,1446898,2015/4/1,,1
209704,1464417,2015/4/1,,1
209704,1464339,2015/4/1,,1
209704,1624858,2015/5/1,,1
209704,1930495,2015/7/1,,1
209704,2083619,2015/7/1,,1
209704,97994855,2015/3/1,,1
209704,91872841,2015/1/1,,1
209704,91646003,2014/12/1,,1
209704,93818741,2015/3/1,,1
209704,93537840,2015/5/1,,1
209704,99047839,2015/4/1,,1
209704,96515944,2015/4/1,,1
209704,96509188,2015/4/1,,1
209704,96499499,2015/7/1,,1
209704,97966121,2015/7/1,,1
244743,180783,2014/6/1,,1
244743,30785463,2014/6/1,,1
246451,740446,2014/11/1,,1
246451,87442111,2014/11/1,,1
267755,1622508,2015/5/1,,1
267755,97939719,2015/5/1,,1
297586,492610,2014/9/1,,1
297586,83521547,2014/9/1,,1
315636,1544603,2015/5/1,,0
315636,91745553,2015/5/1,,0
355051,2144333,2015/7/1,,0
355051,103423790,2015/7/1,,0
408938,1587266,2015/5/1,,0
421329,1568376,2015/5/1,,1
421329,96485957,2015/5/1,,1
424319,921889,2014/12/1,,0
446138,891423,2014/12/1,,1
446138,92564132,2014/12/1,,1
460609,651551,2014/11/1,2015/7/1,0
465431,1084841,2015/1/1,,1
465431,66054513,2015/1/1,,1
505302,187004,2014/6/1,2015/7/1,0
